ID_Odontologo,Nombre_Odontologo,Especialidad,Telefono,Correo_Electronico,ID_Sede
339,Mr. Frederick Baker DDS,Odontologia General,3836795090,mr..frederick.baker.dds@sonrisalud.com,26
340,William Kramer,Periodoncia,3246805314,william.kramer@sonrisalud.com,2
341,Jillian Martin,Periodoncia,3317729145,jillian.martin@sonrisalud.com,23
342,Lisa Valencia,Ortodoncia,3651786088,lisa.valencia@sonrisalud.com,15
343,Jared Smith,Odontologia General,3856728433,jared.smith@sonrisalud.com,5
344,John Murillo,Odontologia General,3495706087,john.murillo@sonrisalud.com,14
345,Emily Arroyo,Periodoncia,3311291433,emily.arroyo@sonrisalud.com,7
346,Yolanda Jordan,Endodoncia,3545900476,yolanda.jordan@sonrisalud.com,9
347,Ms. Alicia David,Endodoncia,3232466926,ms..alicia.david@sonrisalud.com,16
348,Benjamin Oconnor,Endodoncia,3322574729,benjamin.oconnor@sonrisalud.com,4
349,Robin Rice,Endodoncia,3908299908,robin.rice@sonrisalud.com,29
350,Antonio Robinson,Odontologia General,3979480600,antonio.robinson@sonrisalud.com,20
351,Susan Harris,Periodoncia,3297387995,susan.harris@sonrisalud.com,4
352,Erin Buckley,Odontologia General,3665090483,erin.buckley@sonrisalud.com,17
353,Pamela Hoover,Ortodoncia,3558521700,pamela.hoover@sonrisalud.com,4
354,James Daniel,Periodoncia,3697591856,james.daniel@sonrisalud.com,3
355,Bianca Brown,Ortodoncia,3574826353,bianca.brown@sonrisalud.com,4
356,Daniel Nguyen,Ortodoncia,3889977005,daniel.nguyen@sonrisalud.com,24
357,Kristy Paul,Odontologia General,3849309885,kristy.paul@sonrisalud.com,3
358,William Barber,Odontologia General,3833168134,william.barber@sonrisalud.com,20
359,Whitney Nichols,Odontologia General,3742541028,whitney.nichols@sonrisalud.com,3
360,Ana Morgan,Odontologia General,3235771929,ana.morgan@sonrisalud.com,5
361,Kristin Chapman DDS,Endodoncia,3154166449,kristin.chapman.dds@sonrisalud.com,28
362,Debra Clayton,Odontologia General,3778780256,debra.clayton@sonrisalud.com,10
363,Heather Moore,Periodoncia,3574756166,heather.moore@sonrisalud.com,24
364,Michelle Peterson,Odontologia General,353888547,michelle.peterson@sonrisalud.com,21
365,Eric Rogers,Ortodoncia,3521595546,eric.rogers@sonrisalud.com,24
366,Chad Moore,Periodoncia,3422532845,chad.moore@sonrisalud.com,21
367,Carla Barber,Ortodoncia,3842382774,carla.barber@sonrisalud.com,22
368,Ryan Moore,Periodoncia,3936585963,ryan.moore@sonrisalud.com,8
369,Joseph Carr,Ortodoncia,3499387156,joseph.carr@sonrisalud.com,24
370,Michele Chen,Periodoncia,3268841414,michele.chen@sonrisalud.com,5
371,John White,Odontologia General,3756080468,john.white@sonrisalud.com,2
372,Stephen Lee,Periodoncia,3493034309,stephen.lee@sonrisalud.com,13
373,Timothy Barron,Periodoncia,3723231313,timothy.barron@sonrisalud.com,14
374,April Torres,Endodoncia,3291304615,april.torres@sonrisalud.com,18
375,Ray Summers,Ortodoncia,3749065850,ray.summers@sonrisalud.com,3
376,Heidi Terry DDS,Periodoncia,3892208638,heidi.terry.dds@sonrisalud.com,24
377,Karen Curry,Endodoncia,3303044091,karen.curry@sonrisalud.com,10
378,Ashley Short,Odontologia General,3156903063,ashley.short@sonrisalud.com,23
379,Jason Brown,Endodoncia,3664790297,jason.brown@sonrisalud.com,28
380,Samantha Mckee,Endodoncia,3784022581,samantha.mckee@sonrisalud.com,19
381,Jason Perkins MD,Odontologia General,3346181347,jason.perkins.md@sonrisalud.com,28
382,Travis Mathews,Odontologia General,3466416756,travis.mathews@sonrisalud.com,26
383,Michael Powers,Endodoncia,3352331942,michael.powers@sonrisalud.com,16
384,Richard Whitaker,Ortodoncia,3928072973,richard.whitaker@sonrisalud.com,23
385,Anne Guerra,Ortodoncia,3762101745,anne.guerra@sonrisalud.com,18
386,Shelby Gray,Ortodoncia,3304586678,shelby.gray@sonrisalud.com,28
387,Michael Fields,Endodoncia,3651548698,michael.fields@sonrisalud.com,14
388,Vanessa Lara,Odontologia General,354457451,vanessa.lara@sonrisalud.com,26
389,Andrew King,Ortodoncia,3608432281,andrew.king@sonrisalud.com,23
390,Cindy Bell,Endodoncia,3591379112,cindy.bell@sonrisalud.com,23
391,Stephanie Murray,Endodoncia,3135356644,stephanie.murray@sonrisalud.com,6
392,Henry Barnett,Periodoncia,3282318538,henry.barnett@sonrisalud.com,3
393,Veronica Davis,Periodoncia,3702338554,veronica.davis@sonrisalud.com,30
394,Joseph Nelson,Odontologia General,38898100,joseph.nelson@sonrisalud.com,5
395,Howard Ellis,Ortodoncia,3423628086,howard.ellis@sonrisalud.com,9
396,Sherri Nichols,Odontologia General,3244843542,sherri.nichols@sonrisalud.com,15
397,Tyler Harris,Periodoncia,325811102,tyler.harris@sonrisalud.com,15
398,Kathryn Hill,Odontologia General,3917679093,kathryn.hill@sonrisalud.com,4
399,Ashley Vega,Ortodoncia,3739003490,ashley.vega@sonrisalud.com,2
400,Kimberly Hunter,Endodoncia,3284896733,kimberly.hunter@sonrisalud.com,27
401,Matthew Contreras,Ortodoncia,3885929270,matthew.contreras@sonrisalud.com,15
402,Brittany Rogers,Odontologia General,3331446363,brittany.rogers@sonrisalud.com,23
403,Michael Thomas,Ortodoncia,3779138180,michael.thomas@sonrisalud.com,2
404,John Knapp,Odontologia General,370740386,john.knapp@sonrisalud.com,24
405,Aaron Campos,Periodoncia,342282499,aaron.campos@sonrisalud.com,22
406,Andre Baird,Ortodoncia,3544055421,andre.baird@sonrisalud.com,6
407,Michael Fuentes,Periodoncia,327753829,michael.fuentes@sonrisalud.com,22
408,Robert Baker,Periodoncia,3922947508,robert.baker@sonrisalud.com,29
409,Breanna Gonzalez,Odontologia General,3903068117,breanna.gonzalez@sonrisalud.com,8
410,Timothy Hawkins,Ortodoncia,368630485,timothy.hawkins@sonrisalud.com,18
411,Veronica Chavez,Endodoncia,3153356548,veronica.chavez@sonrisalud.com,3
412,Kevin Mayo,Periodoncia,3498656701,kevin.mayo@sonrisalud.com,25
413,Elizabeth Garcia,Odontologia General,342624394,elizabeth.garcia@sonrisalud.com,12
414,Mary Medina,Periodoncia,355812018,mary.medina@sonrisalud.com,21
415,Howard Stanton PhD,Periodoncia,3256184337,howard.stanton.phd@sonrisalud.com,27
416,Casey Ritter,Odontologia General,3666496822,casey.ritter@sonrisalud.com,21
417,Louis Schneider,Endodoncia,3738357057,louis.schneider@sonrisalud.com,23
418,Charles Sanchez,Periodoncia,3207131922,charles.sanchez@sonrisalud.com,5
419,Douglas Walker,Odontologia General,3873037557,douglas.walker@sonrisalud.com,18
420,Laura Carrillo,Periodoncia,3231353333,laura.carrillo@sonrisalud.com,20
421,Derrick Olson,Periodoncia,3497491225,derrick.olson@sonrisalud.com,27
422,Dean Tanner,Endodoncia,3987457546,dean.tanner@sonrisalud.com,22
423,Christine Wright,Odontologia General,3155924963,christine.wright@sonrisalud.com,27
424,Nicholas Watson,Periodoncia,391972308,nicholas.watson@sonrisalud.com,4
425,Carla Miller,Odontologia General,3568618154,carla.miller@sonrisalud.com,10
426,Bryan Morgan,Ortodoncia,3287361320,bryan.morgan@sonrisalud.com,3
427,Bradley Boyer,Endodoncia,3183969345,bradley.boyer@sonrisalud.com,23
428,Joseph Garcia,Periodoncia,3599526785,joseph.garcia@sonrisalud.com,3
429,Joseph Cisneros,Endodoncia,3967558448,joseph.cisneros@sonrisalud.com,23
430,Rachel Ramsey,Periodoncia,3661299923,rachel.ramsey@sonrisalud.com,8
431,Vanessa Edwards,Periodoncia,3605284512,vanessa.edwards@sonrisalud.com,17
432,Luke Mullins,Endodoncia,324444753,luke.mullins@sonrisalud.com,11
433,Dillon Calhoun,Odontologia General,3766502570,dillon.calhoun@sonrisalud.com,7
434,Christopher Hawkins,Periodoncia,3437497220,christopher.hawkins@sonrisalud.com,13
435,Andrew Tran,Periodoncia,3988250971,andrew.tran@sonrisalud.com,12
436,Amanda Moore,Ortodoncia,3271252387,amanda.moore@sonrisalud.com,28
437,Heidi Mayer,Endodoncia,3661482884,heidi.mayer@sonrisalud.com,20
438,Julie James,Periodoncia,3189237420,julie.james@sonrisalud.com,18
439,Jimmy Turner,Periodoncia,3302930762,jimmy.turner@sonrisalud.com,23
440,Jonathan Thornton,Endodoncia,3253381891,jonathan.thornton@sonrisalud.com,8
441,James Norman,Endodoncia,373450972,james.norman@sonrisalud.com,23
442,Amanda Weber,Periodoncia,3699265099,amanda.weber@sonrisalud.com,8
443,Susan Brooks,Ortodoncia,3185199037,susan.brooks@sonrisalud.com,25
444,Bobby Gonzalez,Odontologia General,3776901998,bobby.gonzalez@sonrisalud.com,26
445,Heather Potter,Ortodoncia,3265328841,heather.potter@sonrisalud.com,4
446,Frank Delgado,Odontologia General,3698689860,frank.delgado@sonrisalud.com,22
447,Christian Johnson,Endodoncia,3809871412,christian.johnson@sonrisalud.com,11
448,Juan Whitaker,Endodoncia,3658446654,juan.whitaker@sonrisalud.com,3
449,Alan Williams,Ortodoncia,3762577173,alan.williams@sonrisalud.com,19
450,Jesus Reid,Endodoncia,3305423349,jesus.reid@sonrisalud.com,14
451,Julie Chung DVM,Periodoncia,3764775539,julie.chung.dvm@sonrisalud.com,5
452,Lee Perkins,Periodoncia,3359251585,lee.perkins@sonrisalud.com,17
453,Stephen Turner,Endodoncia,3905090553,stephen.turner@sonrisalud.com,5
454,Daryl Madden,Endodoncia,3859751631,daryl.madden@sonrisalud.com,9
455,David Gonzales,Endodoncia,3945674316,david.gonzales@sonrisalud.com,3
456,Lindsey Robinson,Ortodoncia,320772722,lindsey.robinson@sonrisalud.com,16
457,David Gross,Endodoncia,3836999166,david.gross@sonrisalud.com,2
458,Samuel Ryan,Odontologia General,3909163271,samuel.ryan@sonrisalud.com,18
459,Angela Schmidt,Periodoncia,3714118369,angela.schmidt@sonrisalud.com,25
460,Melissa Owens,Periodoncia,3681234284,melissa.owens@sonrisalud.com,3
461,George Flores,Endodoncia,3666982975,george.flores@sonrisalud.com,30
462,John Barber,Odontologia General,3365717484,john.barber@sonrisalud.com,9
463,Marco Rogers PhD,Periodoncia,3505804356,marco.rogers.phd@sonrisalud.com,25
464,Jason Pittman,Endodoncia,3578649932,jason.pittman@sonrisalud.com,6
465,Kathleen Wood,Periodoncia,3407836111,kathleen.wood@sonrisalud.com,7
466,Michael Ortega,Periodoncia,3674169388,michael.ortega@sonrisalud.com,9
467,Brenda Montgomery,Ortodoncia,3164878949,brenda.montgomery@sonrisalud.com,24
468,Rhonda Raymond,Odontologia General,3412689315,rhonda.raymond@sonrisalud.com,20
469,Mrs. Brittney Morse PhD,Periodoncia,3342683322,mrs..brittney.morse.phd@sonrisalud.com,31
470,Benjamin Daniels,Odontologia General,3735186450,benjamin.daniels@sonrisalud.com,31
471,Mark Wiggins,Ortodoncia,3216607509,mark.wiggins@sonrisalud.com,29
472,David Palmer,Endodoncia,3379796890,david.palmer@sonrisalud.com,22
473,April Owens,Ortodoncia,3164730376,april.owens@sonrisalud.com,31
474,Christian Shaw,Odontologia General,3469014176,christian.shaw@sonrisalud.com,1
475,Cynthia Miller,Ortodoncia,3652257055,cynthia.miller@sonrisalud.com,16
476,Alex Gillespie,Periodoncia,3616149410,alex.gillespie@sonrisalud.com,3
477,Kathy Myers,Odontologia General,3169577738,kathy.myers@sonrisalud.com,12
478,Joseph Maynard,Periodoncia,3804851933,joseph.maynard@sonrisalud.com,4
479,Steven Bennett,Odontologia General,3747565692,steven.bennett@sonrisalud.com,17
480,Bradley Torres,Ortodoncia,3261632046,bradley.torres@sonrisalud.com,25
481,Cathy Diaz,Periodoncia,3539368865,cathy.diaz@sonrisalud.com,23
482,Raven Swanson,Endodoncia,3358551658,raven.swanson@sonrisalud.com,25
483,John Young,Ortodoncia,315662868,john.young@sonrisalud.com,8
484,Thomas Hodges,Periodoncia,3708722957,thomas.hodges@sonrisalud.com,29
485,Jeremiah Johnson,Endodoncia,3878658751,jeremiah.johnson@sonrisalud.com,8
486,Melissa Ray,Periodoncia,3885354047,melissa.ray@sonrisalud.com,10
487,Lisa Smith,Odontologia General,3885030319,lisa.smith@sonrisalud.com,21
488,Christopher Patel,Odontologia General,3825039651,christopher.patel@sonrisalud.com,30
489,Erica Brown,Ortodoncia,3575567278,erica.brown@sonrisalud.com,7
490,Jack Davidson,Odontologia General,3845171977,jack.davidson@sonrisalud.com,2
491,Nathaniel Frost,Odontologia General,3439715188,nathaniel.frost@sonrisalud.com,14
492,William Martin,Ortodoncia,3848070593,william.martin@sonrisalud.com,10
493,Sandra Martin,Odontologia General,3284073384,sandra.martin@sonrisalud.com,3
494,Chelsea Turner,Ortodoncia,334327716,chelsea.turner@sonrisalud.com,28
495,Christine Clark,Periodoncia,3632550594,christine.clark@sonrisalud.com,26
496,Chad Smith,Endodoncia,3628429134,chad.smith@sonrisalud.com,30
497,Debbie Johnson,Ortodoncia,3278712060,debbie.johnson@sonrisalud.com,13
498,Kevin Spencer,Periodoncia,3948035733,kevin.spencer@sonrisalud.com,24
499,Andrew Bailey,Periodoncia,3327721874,andrew.bailey@sonrisalud.com,21
500,Edward Mcgrath,Periodoncia,3964445261,edward.mcgrath@sonrisalud.com,30
501,Kathleen Fox,Endodoncia,3414690950,kathleen.fox@sonrisalud.com,19
502,Jessica Parker,Endodoncia,3484858684,jessica.parker@sonrisalud.com,13
503,Jamie Compton,Odontologia General,3508059765,jamie.compton@sonrisalud.com,22
504,Shawn Brown,Periodoncia,3462054708,shawn.brown@sonrisalud.com,24
505,Denise Reed,Odontologia General,3542467461,denise.reed@sonrisalud.com,18
506,Eric Price,Ortodoncia,3461335893,eric.price@sonrisalud.com,22
507,Barbara Cox,Odontologia General,3934312415,barbara.cox@sonrisalud.com,30
508,Chelsea Morales,Endodoncia,3359045838,chelsea.morales@sonrisalud.com,17
509,Lauren Patterson,Periodoncia,3271842517,lauren.patterson@sonrisalud.com,15
510,Grant Rubio,Endodoncia,3168919397,grant.rubio@sonrisalud.com,14
511,Thomas Torres,Endodoncia,3161691042,thomas.torres@sonrisalud.com,26
512,Philip Nelson,Periodoncia,3701696863,philip.nelson@sonrisalud.com,8
513,Robert Hall,Ortodoncia,3802659811,robert.hall@sonrisalud.com,26
514,Lisa Eaton,Odontologia General,3713356315,lisa.eaton@sonrisalud.com,18
515,Randall Chavez,Periodoncia,3461002583,randall.chavez@sonrisalud.com,5
516,Ryan Houston,Endodoncia,378635760,ryan.houston@sonrisalud.com,11
517,Dr. Kristi Garcia,Odontologia General,332619681,dr..kristi.garcia@sonrisalud.com,25
518,Tammy Smith,Odontologia General,3334866449,tammy.smith@sonrisalud.com,3
519,Kevin Cole,Ortodoncia,3489538818,kevin.cole@sonrisalud.com,6
520,Paul Martinez,Periodoncia,3467632712,paul.martinez@sonrisalud.com,31
521,Tonya Price,Endodoncia,3747862085,tonya.price@sonrisalud.com,17
522,Ellen Beard,Endodoncia,3245557958,ellen.beard@sonrisalud.com,10
523,David Bowen,Odontologia General,3924326188,david.bowen@sonrisalud.com,11
524,John Jones,Ortodoncia,3534959685,john.jones@sonrisalud.com,12
525,Jessica Sullivan,Endodoncia,3886812999,jessica.sullivan@sonrisalud.com,27
526,Jeremy Holden,Periodoncia,3216734865,jeremy.holden@sonrisalud.com,6
527,Anita Powers,Endodoncia,3278020350,anita.powers@sonrisalud.com,20
528,Jason Smith,Endodoncia,3104385250,jason.smith@sonrisalud.com,24
529,Elizabeth Richardson DVM,Endodoncia,3674489421,elizabeth.richardson.dvm@sonrisalud.com,21
530,Valerie Brown,Periodoncia,3849621287,valerie.brown@sonrisalud.com,1
531,Zachary Flowers DVM,Periodoncia,3936042283,zachary.flowers.dvm@sonrisalud.com,15
532,Marco Cruz,Ortodoncia,3951993483,marco.cruz@sonrisalud.com,29
533,Michelle Wilkins,Periodoncia,3306811762,michelle.wilkins@sonrisalud.com,19
534,Nancy Harper,Ortodoncia,3914959909,nancy.harper@sonrisalud.com,23
535,Dr. Sandra Benson MD,Endodoncia,3382250912,dr..sandra.benson.md@sonrisalud.com,30
536,Kim Vazquez,Endodoncia,3686278384,kim.vazquez@sonrisalud.com,26
537,Clarence Clayton,Odontologia General,3783674338,clarence.clayton@sonrisalud.com,15
538,Steven Schultz,Ortodoncia,3777505187,steven.schultz@sonrisalud.com,23
539,Melinda Miller,Ortodoncia,3821892551,melinda.miller@sonrisalud.com,3
540,Michael Clark,Endodoncia,3839013663,michael.clark@sonrisalud.com,9
541,Jill Williams,Endodoncia,3518739882,jill.williams@sonrisalud.com,28
542,Matthew Parker,Ortodoncia,3973456065,matthew.parker@sonrisalud.com,31
543,Carla Smith,Ortodoncia,3757483959,carla.smith@sonrisalud.com,3
544,Thomas Brooks,Odontologia General,3268620869,thomas.brooks@sonrisalud.com,26
545,Gregory Miller,Odontologia General,382978662,gregory.miller@sonrisalud.com,29
546,Geoffrey Price,Periodoncia,3126652917,geoffrey.price@sonrisalud.com,16
547,Linda Woods,Ortodoncia,3379712453,linda.woods@sonrisalud.com,4
548,Mark Smith,Ortodoncia,3645790235,mark.smith@sonrisalud.com,4
549,Monica Dean,Ortodoncia,3187930040,monica.dean@sonrisalud.com,3
550,Ronnie Little,Periodoncia,3623029585,ronnie.little@sonrisalud.com,8
551,Elizabeth Kennedy,Odontologia General,3576426943,elizabeth.kennedy@sonrisalud.com,28
552,Sean Brown,Odontologia General,3581356371,sean.brown@sonrisalud.com,8
553,Christopher Moore,Periodoncia,3253004290,christopher.moore@sonrisalud.com,25
554,Gary Fuller,Endodoncia,33868272,gary.fuller@sonrisalud.com,2
555,Janet Garcia,Periodoncia,3699144277,janet.garcia@sonrisalud.com,27
556,Jennifer Wolf,Odontologia General,3394162562,jennifer.wolf@sonrisalud.com,29
557,Carolyn Adams,Periodoncia,3294634635,carolyn.adams@sonrisalud.com,12
558,Joseph Robinson,Ortodoncia,3147043690,joseph.robinson@sonrisalud.com,2
559,Renee Smith,Endodoncia,3361138954,renee.smith@sonrisalud.com,6
560,Diana Jimenez,Ortodoncia,367826653,diana.jimenez@sonrisalud.com,15
561,Laurie Hernandez,Ortodoncia,3617374573,laurie.hernandez@sonrisalud.com,14
562,Kenneth Reyes,Endodoncia,3172361084,kenneth.reyes@sonrisalud.com,18
563,Jerry Zimmerman,Endodoncia,3835360316,jerry.zimmerman@sonrisalud.com,20
564,Michael Romero,Endodoncia,3482413511,michael.romero@sonrisalud.com,14
565,Jonathan Mcdonald,Odontologia General,3484626316,jonathan.mcdonald@sonrisalud.com,3
566,Steven Farmer,Endodoncia,3907177236,steven.farmer@sonrisalud.com,31
567,Amanda Haney,Ortodoncia,3546404713,amanda.haney@sonrisalud.com,20
568,Christy Hubbard,Odontologia General,3622513456,christy.hubbard@sonrisalud.com,19
569,Phyllis Alvarado,Odontologia General,3339034938,phyllis.alvarado@sonrisalud.com,30
570,Ashley Houston,Endodoncia,3385055519,ashley.houston@sonrisalud.com,9
571,Andrew Davis,Odontologia General,3179445270,andrew.davis@sonrisalud.com,26
572,James Hughes,Odontologia General,3818901787,james.hughes@sonrisalud.com,8
573,Alvin Smith,Odontologia General,3414288117,alvin.smith@sonrisalud.com,13
574,Travis Davis,Periodoncia,3921336581,travis.davis@sonrisalud.com,28
575,Ashley Vargas,Periodoncia,3218996473,ashley.vargas@sonrisalud.com,12
576,Michelle Ramos,Ortodoncia,3446337828,michelle.ramos@sonrisalud.com,3
577,Billy Roberts,Ortodoncia,3349868018,billy.roberts@sonrisalud.com,13
578,Heather Carpenter,Odontologia General,3365596214,heather.carpenter@sonrisalud.com,19
579,Tiffany Moore,Ortodoncia,3373198068,tiffany.moore@sonrisalud.com,7
580,Crystal Baker,Odontologia General,3413441161,crystal.baker@sonrisalud.com,25
581,Patrick Johnson,Endodoncia,3805405804,patrick.johnson@sonrisalud.com,18
582,Brenda Garcia,Odontologia General,3698963163,brenda.garcia@sonrisalud.com,22
583,Richard Murray,Periodoncia,3436043835,richard.murray@sonrisalud.com,31
584,Nicholas Duncan,Odontologia General,3227886742,nicholas.duncan@sonrisalud.com,20
585,Nicole Smith,Endodoncia,3575259960,nicole.smith@sonrisalud.com,26
586,Denise Ramirez,Ortodoncia,3823722363,denise.ramirez@sonrisalud.com,9
587,Julie Jones,Ortodoncia,3439293027,julie.jones@sonrisalud.com,26
588,Erica Johnson,Periodoncia,3293301551,erica.johnson@sonrisalud.com,21
589,Michael Bennett,Endodoncia,3589569481,michael.bennett@sonrisalud.com,15
590,Trevor Fox,Odontologia General,3805673388,trevor.fox@sonrisalud.com,16
591,Crystal Lucas,Odontologia General,3928240828,crystal.lucas@sonrisalud.com,29
592,Jonathan Mcbride,Endodoncia,3552849807,jonathan.mcbride@sonrisalud.com,8
593,Miranda Short,Odontologia General,3339105547,miranda.short@sonrisalud.com,3
594,Kathleen Mcconnell,Ortodoncia,319823936,kathleen.mcconnell@sonrisalud.com,1
595,Alex Thompson,Odontologia General,3273892808,alex.thompson@sonrisalud.com,4
596,Mary Jackson,Endodoncia,3113679507,mary.jackson@sonrisalud.com,29
597,Gregory Cooper,Periodoncia,3178116820,gregory.cooper@sonrisalud.com,31
598,Erica Wilson,Ortodoncia,3108939043,erica.wilson@sonrisalud.com,26
599,Anthony Gonzalez,Ortodoncia,3128892154,anthony.gonzalez@sonrisalud.com,17
600,James Walker,Periodoncia,3128435786,james.walker@sonrisalud.com,27
601,Joshua Edwards,Endodoncia,3231625878,joshua.edwards@sonrisalud.com,9
602,Raymond Peterson,Endodoncia,3348842465,raymond.peterson@sonrisalud.com,16
603,Robert Oneal,Periodoncia,3446668817,robert.oneal@sonrisalud.com,5
604,Justin Burns MD,Periodoncia,3617710704,justin.burns.md@sonrisalud.com,15
605,Rebecca Hines,Endodoncia,3481362527,rebecca.hines@sonrisalud.com,3
606,Allison Bennett,Ortodoncia,3616372994,allison.bennett@sonrisalud.com,24
607,Jennifer Reyes,Odontologia General,317168547,jennifer.reyes@sonrisalud.com,10
608,Tracy Frank,Ortodoncia,3737289795,tracy.frank@sonrisalud.com,21
609,Robert Crawford,Ortodoncia,377723900,robert.crawford@sonrisalud.com,14
610,Kendra Jones,Endodoncia,3989519060,kendra.jones@sonrisalud.com,30
611,Jacqueline Powers,Periodoncia,3151257353,jacqueline.powers@sonrisalud.com,17
612,Johnny Webb,Ortodoncia,3325286177,johnny.webb@sonrisalud.com,2
613,Cameron Barker,Endodoncia,3852429132,cameron.barker@sonrisalud.com,25
614,Tracy Jones,Ortodoncia,3482735462,tracy.jones@sonrisalud.com,15
615,Marcus Ferguson,Odontologia General,3969079132,marcus.ferguson@sonrisalud.com,21
616,Anthony Williams,Odontologia General,3271325798,anthony.williams@sonrisalud.com,22
617,Jacqueline Wilkerson,Ortodoncia,3227343124,jacqueline.wilkerson@sonrisalud.com,14
618,Ashley Pearson,Ortodoncia,3536665572,ashley.pearson@sonrisalud.com,20
619,Sandra Weber,Ortodoncia,3914595666,sandra.weber@sonrisalud.com,28
620,Amanda Moore,Odontologia General,3395979521,amanda.moore@sonrisalud.com,24
621,Tammy Farmer,Odontologia General,3339839353,tammy.farmer@sonrisalud.com,24
622,Mary Medina,Ortodoncia,3894965645,mary.medina@sonrisalud.com,15
623,Jasmine Cochran,Ortodoncia,3204505824,jasmine.cochran@sonrisalud.com,9
624,Erin Jones,Odontologia General,3912598336,erin.jones@sonrisalud.com,24
625,James Bean,Periodoncia,3561797627,james.bean@sonrisalud.com,5
626,Gregory Foster,Ortodoncia,3497471429,gregory.foster@sonrisalud.com,23
627,Emily Ali,Periodoncia,3232233098,emily.ali@sonrisalud.com,5
628,Randy Leonard,Endodoncia,3657540347,randy.leonard@sonrisalud.com,26
629,Joseph Wise,Ortodoncia,3131513554,joseph.wise@sonrisalud.com,22
630,James Moss,Ortodoncia,3865453037,james.moss@sonrisalud.com,24
631,Danny Beck,Ortodoncia,3476952580,danny.beck@sonrisalud.com,24
632,James Ramirez,Ortodoncia,3814082543,james.ramirez@sonrisalud.com,10
633,Ashley Jones,Odontologia General,3312339349,ashley.jones@sonrisalud.com,17
634,Melanie Serrano,Periodoncia,3448283246,melanie.serrano@sonrisalud.com,9
635,Denise Kaufman,Ortodoncia,3317302657,denise.kaufman@sonrisalud.com,17
636,Katherine Berry,Odontologia General,3488134053,katherine.berry@sonrisalud.com,4
637,George Waters,Periodoncia,3424147094,george.waters@sonrisalud.com,31
638,Cindy Alexander,Endodoncia,3681804698,cindy.alexander@sonrisalud.com,8
639,Tracy Curtis,Periodoncia,3106648609,tracy.curtis@sonrisalud.com,21
640,Amy Booth,Odontologia General,3527395715,amy.booth@sonrisalud.com,21
641,Patricia Newton,Odontologia General,3939982258,patricia.newton@sonrisalud.com,8
642,Joseph Brown,Periodoncia,3513379728,joseph.brown@sonrisalud.com,30
643,Robert Ryan,Periodoncia,3326691351,robert.ryan@sonrisalud.com,20
644,Michael Sloan,Periodoncia,3988247735,michael.sloan@sonrisalud.com,15
645,Justin Matthews,Periodoncia,3584712656,justin.matthews@sonrisalud.com,25
646,Mrs. Melissa Garrison,Periodoncia,3249469841,mrs..melissa.garrison@sonrisalud.com,12
647,Christine Mcconnell,Endodoncia,3979239132,christine.mcconnell@sonrisalud.com,2
648,Lauren Cole,Odontologia General,3367366053,lauren.cole@sonrisalud.com,18
649,Derek Burke,Ortodoncia,3628386917,derek.burke@sonrisalud.com,8
650,Rachel Clark,Periodoncia,3404249295,rachel.clark@sonrisalud.com,9
651,Jennifer Cox,Odontologia General,3581250929,jennifer.cox@sonrisalud.com,28
652,Heather Perez,Odontologia General,3846734393,heather.perez@sonrisalud.com,26
653,Douglas Smith,Ortodoncia,3569017787,douglas.smith@sonrisalud.com,5
654,Kevin Berg,Ortodoncia,3415966059,kevin.berg@sonrisalud.com,10
655,Heather Mendez,Ortodoncia,3826714473,heather.mendez@sonrisalud.com,21
656,Kenneth Hamilton,Odontologia General,323186962,kenneth.hamilton@sonrisalud.com,6
657,Victoria Castillo,Periodoncia,3388577725,victoria.castillo@sonrisalud.com,14
658,Nichole Gilmore,Odontologia General,3576572142,nichole.gilmore@sonrisalud.com,29
659,Joanna Dickerson,Endodoncia,354422092,joanna.dickerson@sonrisalud.com,30
660,Susan Campbell,Ortodoncia,3476988909,susan.campbell@sonrisalud.com,5
661,Carla Young,Ortodoncia,3285853985,carla.young@sonrisalud.com,19
662,Matthew Russell,Periodoncia,3683480657,matthew.russell@sonrisalud.com,30
663,Michele Summers,Periodoncia,3701647842,michele.summers@sonrisalud.com,28
664,Adam Torres,Odontologia General,3501136998,adam.torres@sonrisalud.com,19
665,Rebecca Huffman,Ortodoncia,324388915,rebecca.huffman@sonrisalud.com,21
666,David Jimenez,Ortodoncia,3962767404,david.jimenez@sonrisalud.com,15
667,Tamara Esparza,Endodoncia,3802696631,tamara.esparza@sonrisalud.com,21
668,Ashley Snyder,Odontologia General,3693899890,ashley.snyder@sonrisalud.com,25
669,Maureen Clay,Endodoncia,3337260013,maureen.clay@sonrisalud.com,25
670,John Thompson,Ortodoncia,3883320554,john.thompson@sonrisalud.com,28
671,Jacqueline Hogan,Odontologia General,35984659,jacqueline.hogan@sonrisalud.com,13
672,Kimberly Russell,Endodoncia,3451059645,kimberly.russell@sonrisalud.com,6
673,Daniel Perez,Endodoncia,3565479119,daniel.perez@sonrisalud.com,12
674,Andrew Schneider,Odontologia General,3244411559,andrew.schneider@sonrisalud.com,31
675,Susan Miller,Periodoncia,3866530284,susan.miller@sonrisalud.com,25
676,Eric Davis,Ortodoncia,3545915327,eric.davis@sonrisalud.com,29
677,Michael Medina,Endodoncia,3965000296,michael.medina@sonrisalud.com,5
678,Lisa Miller,Endodoncia,3501987390,lisa.miller@sonrisalud.com,15
